Product Name,Current Price,Original Price,Image URL,Stock,item_id
"PINKEY P026 Sepatu Boots Heels  Murah Wanita Terkini Flat Terlaris Populer black shoes - cream, 36",Rp135.000,Rp195.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/3022c50e146e4654aae5c5638b159f09~.jpeg.webp?ect=4g,409,1
