review,rating,date
"Bentuk dan ukuran: sesuai pict, pas masi bisa di pakein kaos kaki
Daya tahan pakai: cocok si untuk di pake jalan” ke mall tapi kalo utk ngonser tau jln” kaki dlm waktu la...",bintang 3,7 bulan lalu
"Bentuk dan ukuran: aku suka sepatunya cantik bahan nya bagus dan keren, aku ambil uk 39 pas di kaki ku
Warna: hitam",bintang 5,4 bulan lalu
"Honest review, please revisi!
Brg kalian BAGUS, mulai dr bahan halus, zipper premium, Hak jg ok 
TAPI MOHON MAAF, kulit yg kalian pkai MUDAH TERKELUPAS. kalian krm pket d...",bintang 2,4 bulan lalu
"Barangnya lumayan, cuma sellernya kurang teliti, saya pesan warna khaki dikirimnya warna krem",bintang 4,
"Warna: Hitam
Bentuk dan ukuran: 37
Bagus bgt sepatunya, jangan ragu buat beli disini guys recomend bgt buat kalian nggak bakal nyesel deh, packing nya aman, datengnya jug...",bintang 5,4 bulan lalu
"ukuran pas, barang real pic, sesuai pesanan, lembut juga.
makasih seller, babang kurir dan toped",bintang 5,11 bulan lalu
"Barangnya bagus bgt sesuai real pict, sepatunya keren, nyaman dipakainya, harga murah tp kualitas mewah, packingnya ok, pengiriman cepat.. Thanks 👍🫰",bintang 5,5 bulan lalu
Sukkaaa bgt 🥰🥰 bahan nya baguss ga nyesel beli nya juga😘  the real harga murah tapi ga murahan 😍😍😍,bintang 5,3 bulan lalu
"Cakeep poooool. Di pake nyaman bgt, gk lecet.",bintang 5,3 minggu lalu
Boots nya keren kaki aku lebar aku naikin 1 size jadi nyaman bgt dipakai,bintang 5,7 bulan lalu
"Sukaa bnget sepatu boots nya nyaman di kaki
Real pict dgn pas d live
Ok next mo beli warna lain",bintang 5,6 bulan lalu
"Padahal masih pertama kali dipakai Uda kyk mau lepas...
Padahal sepatunya nyaman banget",bintang 3,1 bulan lalu
"Bagus banget sesuai dengan yg di spill kan, nyaman di pakai, semoga awet dipakai lama, thx saket",bintang 5,6 bulan lalu
"Bentuk dan ukuran: Cukup
Daya tahan pakai: Blm diketahui
Warna: Cream
Bagus banget suka barangnya",bintang 5,2 bulan lalu
"Untuk bahan cukup bagus, pengiriman jg cepat, tapi sayangnya ada lecet👎🏻kurang di perhatikan saat pengemasan",bintang 3,6 bulan lalu
"Bagus... Lemes nyaman dipakai.. Recommended. 
Klo ada promo beli lagi yg crem. 
Ukuran juga sesuai alias tepat",bintang 5,5 bulan lalu
Terimakasih kak paketnya udh saya terima ini ke2 kali saya belaja di toko ini sepatu nya bagus cowok di acara apa aja buat kuliah jga cocok,bintang 5,7 bulan lalu
"ukuran sesuai, enak di pakai..
material warna dan model ok lah..
anaknya suka..",bintang 5,6 bulan lalu
"Bentuk dan ukuran: Ukuran sesuai pas di kaki sya
Warna: Awlnya saya pesan warna khaki tapi malah yg datang warna cream,,tapi nggk papa saya suka kok warnanya.",bintang 4,7 bulan lalu
"SUMPAAH BAGUSS BANGETT, uk 38 cukupp masihh adaa longgarr dikitt diatasnyaa. Jangann terlaluu ngepass guyss karenaa nantii sakitt kalauu di sletinginn, warnanyaa jugaa re...",bintang 5,5 bulan lalu
"kualitas bagus, semoga kulitnya ga cepet ngelupas ya. pengiriman cepat. worth to buy",bintang 5,
"Puas dech...sepatunya bagus banget..lembut dan nyaman dikaki..
Kurirnya super ramah..barang Cepat kali sampai..",bintang 5,4 bulan lalu
"Bagus,cuman bwtisku besar jd agak sesak",bintang 5,7 bulan lalu
"Alhamdulillah paket sdh sy trm bagus tapi kurang gede dikit ternyata mksh kang antar, toko,dan tiktok..",bintang 5,6 bulan lalu
"Seller cepet banget. order kemarin siang, pagi ini udah sampe. Sepatunya kece, bagus, nyaman, sukaaa.",bintang 5,
Dengan harga segitu... Emang bagus banget... Pas di kaki...simple but elegan,bintang 5,4 bulan lalu
"Makasih kak, barang sudah sampai cakep banget. Hihi happy deh",bintang 5,3 minggu lalu
"Untuk kaki saye yang agak gendut gendut ni, aman la. Lembut luar dalam, mantap",bintang 5,5 bulan lalu
"packingnya aman dan sesuai dengan pesanan, terima kasih",bintang 5,
"Bagus, tdk sakit dikaki. Ini sdh beli yg kedua kali.",bintang 5,2 bulan lalu
"Ak pesennya khaki, tapi kok ini kaya cream ya. Untung belinya naikin size 1, kalo ga mah pasti ga muat..",bintang 4,1 minggu lalu
Pesan di toko pinkey.realpick .langganan akuh d toko ini♥️♥️♥️,bintang 5,3 bulan lalu
"Asli sepatu ny keceeehhh bangeeettt, harga terjangkau, kualitas luar biasa.. bakal order lagi nanti..",bintang 5,1 bulan lalu
Bahan lembut pas dikaki ku rela pict semoga awet tahan lama,bintang 5,5 bulan lalu
"Sejauh ini sesuai ekspektasi siii, dipakeknya ntar bulan 8 pas wisuda",bintang 5,1 minggu lalu
Sumpah ini tuh bagus banget gak nyangka bakalan se bagus ini janga ragu beli di toko ini makasih seler selalu amanah 👏👏🙏🙏🙏,bintang 5,1 bulan lalu
pengiriman cpt bgt baruu kmrn pesen harii ini langsung sampaiii,bintang 5,5 bulan lalu
"Is the best bagus banget sepatu nya
Next aku order lagi
Puas deh",bintang 5,3 minggu lalu
"Bagus banget, rapi jahitan nya, harga bersahabat, tq seller love it, sukses teruuus yaaa🥰",bintang 5,5 bulan lalu
"Ok lah, cukup nyaman, khakinya mirip warna krem",bintang 5,4 bulan lalu
"Sesuai deskripsi, pengiriman cepat, semoga awet",bintang 5,
"Saya suka pakai produk PINKEY.
Selalu puas berbelanja.rasanya mau di beli semua model nya. Pokok nya kerennn",bintang 5,7 bulan lalu
"Sesuai gambar dan deskripsi,  worth as u pay",bintang 5,
"Alhamdulillah sudah sampai walau agak lama,tapi sepatu nya sesuai ekspektasi",bintang 5,1 bulan lalu
Syuka banget sama produknya dan ukurannya pas. Nex mau order lgi,bintang 5,3 bulan lalu
bagus bangettt suka❤️❤️❤️ringannm suka bgttt cpt juga ngirimnya,bintang 5,4 bulan lalu
"Bagus banget, untuk harga segitu, murah cantik. Makasih",bintang 5,
cakep. bagus. muat. terkirim dengan baik. terimakasih,bintang 5,
produk bagus untuk harga segitu pengiriman jugaa cepet banget makasiiihhh kak,bintang 5,4 bulan lalu
Sesuai dengan harga.. Cakep.. Mantep.. Moga nyaman make nya🩷🫰,bintang 5,3 bulan lalu
"Bgus bnget, in mau pesan lagi wrna khaki nya🥰🥰🥰",bintang 5,4 bulan lalu
Suka sekali sepatu PINKEY nya.enak dipakai.warna khaki size 40 pas di kakiku,bintang 5,6 bulan lalu
"Sezuai ,,,,pas ukurannya,,Terima kasih kak,,next order lgi🩷🩷🩷",bintang 5,3 minggu lalu
"ukuran pas, pengiriman cepat. semoga awet",bintang 5,2 bulan lalu
Sumpeeeehhh cakepp bener barangnya...recomenden banget amanah tokonya ...benerab gak bakalan nyesel sama barangnya,bintang 5,5 bulan lalu
"Akhirnya sepatu impianku kebeli hheehe
Bagus, nyaman dikaki",bintang 5,5 bulan lalu
"Haloo kak , pesanan ku sudah sampe.bagus banget, pas di pake nya 🫶",bintang 5,2 bulan lalu
"Bagusss bgt ..bener2 diluar dugaan…
Pengiriman cepat bgt…kemaren sore pesan ..bsk siang tiba
Seller ramah 
Thanks ya",bintang 5,
Gak yangka banget dapet harga 70 ribu dapet sepatu sebagus ini jadi toko langganan ini mah,bintang 5,3 hari lalu
Bagus.. pas di kaki .. tepat waktu.. terimakasih,bintang 4,5 bulan lalu
"Udah langganan ma toko ini, udah beli 13 pasang ini, krna buat kembaran ma temen2, sepatunya lentur, nyaman dipakenya",bintang 5,2 bulan lalu
"Sudah datang sepatu boot nya, lumayan tapi kurang suka model gak sepatunya",bintang 4,1 minggu lalu
Sudah langganan dah pasti cocok banget mana murah langsung cus beli banyak deh mumpung lagi disc,bintang 5,5 bulan lalu
"Bagus bgtt
Bentuk dan ukuran: Seusai mantul",bintang 5,4 bulan lalu
"baru pakai kondangan sekali cuma 1 jam, pulang udh gak ada penutupnya, lalu kaki juga lecet krn agak sempit padahal beli warna cream d sebelah size lbh kcl yaitu 35, paka...",bintang 1,10 bulan lalu
bagus sepatu nya pas sesuai keinginan keren di pakai pengiriman cepat top dah,bintang 5,
"Ngepas banget, semestinya aku ambil yg 39
Tapi gk apa2 juga krn sepatunya bagussss 😍",bintang 5,5 bulan lalu
"ga nyesel beli,, keren produknya,, semoga awet,,aamiin",bintang 5,
"Bagus bgtttttt sesuaiiii picture, untung pas di kaki😍",bintang 5,7 bulan lalu
"Terbaik lah udah tiga kali co di toko ini gak pernah kecewa 
Barangnya bagus banget",bintang 5,7 bulan lalu
"Warna sesuai ukuran sesuai,hanya packing an kurang rapi kardus rusak",bintang 2,6 bulan lalu
Yuhuuu bagus bangettt . Pas di aku nyaman,bintang 5,6 bulan lalu
"Makasih KK, bagus banget suka seklii TPI pas sampai kotak dah hancurr berantakan TPI ga apaa barangnya amaan ✌️",bintang 4,5 bulan lalu
"Alhamdulillah pesanan sudah sampai 
Bagus bgt, saya suka, pas, cocok 
Terima kasih pinkey",bintang 5,5 bulan lalu
"Keren,mantap sepatunya.Ukuran 37 pas dgn kaki..makasih kak",bintang 5,5 bulan lalu
"bagusss bangett, dipakai berjam' juga masih enak, sukaaa dehh😻",bintang 5,7 bulan lalu
Smpe.lngsung buka dan waw keren bgt sepatunya bkin kaki jd jenjang,bintang 4,3 bulan lalu
"Aku gada video unboxing, cuma ada foto ajaaa🙏🏻 tapiii aku mau rivuw jujur kalo ini boots cakeppp bgt asli😭😭😭😭 OMGGGG SUKAAA🔥👢💓💓 thxu seller❤️‍🩹",bintang 5,1 bulan lalu
"Baru coba, semoga nyaman di kaki.",bintang 5,6 bulan lalu
"UK pas,
Nyaman
Ringan
Tp syng ny yg di kirim koq wrn crem bukan kaki",bintang 3,7 bulan lalu
"Warna: Cream
Bentuk dan ukuran: Boots heels, 36
Kereeen banget.. Cantik banget.. Mudah pakenya... Dan keren",bintang 5,7 bulan lalu
"Alhamdulillah sampai dg selamat dan real pich
Cakep bgt kulitnya lembut
Terima kasih kaka",bintang 5,6 bulan lalu
"brg nya real pick, toko amanah, kurir sdh langganan... pkkx rekomen deh😍👍",bintang 5,4 bulan lalu
"kiriman paket sudah sampai, dikemas dengan baik, produknya OK",bintang 5,
"Barang sudah diterima dgn baik. Pengiriman dan barang sampai tepat waktu, terima kasih seller.",bintang 5,4 bulan lalu
cantikkkk bangeeeeetttt💖🥰 thankyouu seller,bintang 5,5 bulan lalu
baguss bgtd enteng pulaa cakep pol dah pokoknyaaa terimakasih yaaa pinkeyy,bintang 5,1 bulan lalu
"Barang sudah saya terima, sepatu boots nya bagus sesuai dengan pesanan 👍👍",bintang 4,1 bulan lalu
"Alhamdulillah,,, realpict pas bnget di kaki nyamn pula,,uwuuu bnget seneng aku,semoga awet♥️😘",bintang 5,6 bulan lalu
"Lentur sspatunya, suka banget🥰",bintang 5,3 bulan lalu
"Bgus Kren , mirip pic asli nya,🤩🤩",bintang 5,4 bulan lalu
Suka bngt.. Nex order lagi dan jadi langganan.. Tq ya,bintang 5,6 bulan lalu
bagus bangeett trus pas jugaaa 💗💗💗,bintang 5,5 bulan lalu
"Sudah langganan berkali2 beli, sampe temen2 pengen buat seragaman juga, akhirnya pada minta beli kembaran",bintang 5,5 bulan lalu
Bagus pkek banget2 pokoknya🤩,bintang 5,5 bulan lalu
Alhamdulillah paketnya udah datang cantik banget🥰 packingan rapi,bintang 5,7 bulan lalu
Cantik banget sesuai dgn promosinya,bintang 5,4 bulan lalu
Keren... Bagus... Pas di kaki ku...,bintang 5,7 bulan lalu
Keren sepatu di pake nya lucu banget,bintang 5,6 bulan lalu
Ih cantik 😍 ukuran nya pas👌,bintang 5,5 bulan lalu
Udh sampe dgn aman kak bagus bgt weh realpictnya Masha Allahhh seneng bgt ihhh makasih kaaa,bintang 5,3 bulan lalu
Bagus banget.... Ternyata...kurir langganan....👍👍👍,bintang 5,7 bulan lalu
kereen sepatunya bahannya bgus .🥰,bintang 5,6 bulan lalu
"Bagus, dipake pas",bintang 4,6 bulan lalu
muattttt hehe bagusss jugaa makasih kak 😍,bintang 5,11 bulan lalu
Bgus sih tapi ngepas bngt di kaki q,bintang 5,6 bulan lalu
Mantap semoga bisa kepakai untuk pergi ke LN,bintang 4,5 bulan lalu
BAGUS BANGET. dipakai juga nyaman dan enak. nggak bikin kaki sakit terus bahannya juga bagus!,bintang 5,2 bulan lalu
The best bgt...aku sukaaaaaaaaaa bingit...keren...amanah sellernya..,bintang 5,1 bulan lalu
"Harga spatunya murah tapi bagus, bahan kulitnya bikin kaki nyaman",bintang 5,5 bulan lalu
"Sepatunya bagus, bahan halus nyaman di pakai, ukurannya pas sesuai dengan yg di pesan. Pengiriman cepat",bintang 5,2 bulan lalu
Ringan.  Sesuai pesanan. Sukak bnget..,bintang 5,4 bulan lalu
"aslinya lebih bagus daripada di foto, bahan nya lentur , nyaman dan bagus , enak dipakai 
biasa pakai ukuran 36 ini beli 37 dan pas , krn modelnya ramping , mantap banget...",bintang 5,
"Bahan lentur dan nyaman dipakai, dan sesuai demgan gambar",bintang 5,4 bulan lalu
"Overall bagus nyaman juga dipake, tapi pengirimannya masyaallah lambat bgt 😭",bintang 4,5 bulan lalu
"penantian akuu!! akhirnya datangg 🤩🤩 barangnya datang dengan selamat! baguss sesuai expect akuu huhuu, sukaa bgtt!?!! thank you kaa 💗💗",bintang 5,1 bulan lalu
Cocok di gunakan untuk Acra resmi ja ya sperti kondangan atau pesta. Klw untuk jalan2 perjalanan jauh dan lama menggunakan sepatu di kaki terasa panas dan pegal klw telap...,bintang 5,1 bulan lalu
Bahannya ga tebal spt dockmar but keren sepatunya sesuai gambar👍👍,bintang 5,6 bulan lalu
"Udh dua kali order di toko ini. Seller amanah dan ramah. Size sesuai, bahan juga bagus banget. Recommend",bintang 5,6 bulan lalu
"Bahannya lembut...
Bentuk dan ukuran: Pas dan nyaman di kaki. Pengirimannya juga cepat banget",bintang 5,4 bulan lalu
"bagus bgt si untuk harga segini, bahan nya juga oke bgt, warna sesuai, nyaman jg dipake, pas dikaki",bintang 5,3 bulan lalu
"Tipis bgt bahannya, tapi semoga ga gampang sobek. Looknya sih cakep",bintang 5,4 bulan lalu
produknya bagus tapi sayang buat saya yg biasa pake no 40 itu gabisa diresleting sampe atas karena kekecilan dibagian atas mata kakinya,bintang 5,4 minggu lalu
produknya bagus tapi sayang buat saya yg biasa pake no 40 itu gabisa diresleting sampe atas karena kekecilan dibagian atas mata kakinya,bintang 5,4 minggu lalu
"Lumayan sepatunya, mudah²an awet.. Saran buat yg beli better dijahit lagi karena kurang kuat aja lemmya, dan ada yg ga rekat ngelemnya, bahan kulitnya tipis jadi agak nge...",bintang 4,7 bulan lalu
"Lumayan sepatunya, mudah²an awet.. Saran buat yg beli better dijahit lagi karena kurang kuat aja lemmya, dan ada yg ga rekat ngelemnya, bahan kulitnya tipis jadi agak nge...",bintang 4,7 bulan lalu
"Untuk harga ini, kualitasnya oke bgt. Kalau untuk kaki lebar sebaiknya up 1 nomor",bintang 5,5 bulan lalu
"dengan harga murah, dapet sepatu lumayan nyaman enak dipake",bintang 5,
Bagus pas di kaki.... Nyaman juga pas dipake,bintang 5,6 bulan lalu
"Bener"" realpict dan bahan kulitnya nyaman.. haknya juga gak terlalu tinggi jadi gak bikin pegel",bintang 5,6 bulan lalu
"Bentuk dan ukuran: Pas bgt
Aroma: Gk ada bau apa²
Daya tahan pakai: Semoga awet",bintang 5,1 bulan lalu
"Sudah sampai. Tapi agak kecil. pdhl sblm payment tanya ukuran apa perlu di up , katanya ga usah. Trnya ngepas banget, sakit pakai nya",bintang 4,6 bulan lalu
"Bagus cakep, tapi pas heelsnya kurang kuat",bintang 4,1 bulan lalu
Sepatunya tidak bisa dikancing di belakang kekecilan 🙏 klo barangnya bagus dengan harga se gitu..👍,bintang 5,2 bulan lalu
"Barang sudah sampai, cepat sekali sampenya dan barangnya sesuai dengan gambar dan bahan enak di pakainya ngga kaku. Cuma heelnya bunyi cetak cetak klo untuk jalan. Tapi g...",bintang 5,1 bulan lalu
"Ok lah karna mmg udh langganan brand ini
Bentuk dan ukuran: Ok
Aroma: Ok
Daya tahan pakai: Ok",bintang 5,6 bulan lalu
"wah keren, dan ukuran nya pas, kulitnya halus semoga tidak cepat rusak, tampilan kereeennn banget",bintang 5,
"Bagus banget,,bahannya lembut dan lentur ..semoga ga cepet jebol",bintang 5,3 bulan lalu
"Bentuk dan ukuran: Pas
Daya tahan pakai: Semoga awet di pakai",bintang 5,5 bulan lalu
2x beli disini ntah knp box sepatunya smp di tujuan sobek pecah ga bisa dipake lg buat simpan sepatunya. Tlg diperbaiki lg packingannya,bintang 5,3 bulan lalu
"Cakepp bangett ,bahannya baguss nyaman dan ringann semoga awet",bintang 5,5 bulan lalu
"Biasanya make 37 merk apapun muat, ga ada kendala... ini kekecilan, kakinya muat tp ga bisa diresleting... padahal cakep lo",bintang 4,6 bulan lalu
enak di pakai tapi agak keras alasnya. cantik dan bagus banget aslinya,bintang 5,3 bulan lalu
"Sepatunya bagus, sesuai dan ukurannya pas, dan enak bgt dipake nya",bintang 5,5 bulan lalu
"pesan ku dh smp kk tks bgis ,dan pas bgt",bintang 5,3 minggu lalu
barang sudah mendarat dengan selamat dan tanpa rusak sedikitpun. bagus dan cantik dipakai untuk hadiah ibu saya. belum sempat saya foto karena langsung dipakai untuk berk...,bintang 5,
"Bentuk dan ukuran: 39
Daya tahan pakai: belum tau
Warna: cream
Aroma: ga ada
sesuai ekspektasi bagus banget😍",bintang 5,1 bulan lalu
"Sepatunya realpick cakep bgt , saran ku kalian gk usah nambahin nomor krn aku sengaja tmbh 1 jd 39 lbh agak longgar , tp untuk detail smua kece , terimakasih 🤗",bintang 5,2 bulan lalu
"Ukuran pas bgt, nyaman dan kualitas oke,.",bintang 5,3 bulan lalu
Pas banget ukurannya cutingan sepatu ini bikin nyaman banget make nya.,bintang 5,7 bulan lalu
"Suka sekali, pas di kaki dan nyaman banget",bintang 5,5 bulan lalu
"Wawww... Alhamdulillah,,,cantik & pas di kaki.... terimakasih abg kurir nya sdg ngantarin......
Next mau order wrn lain lagiiii🤗🤗",bintang 4,4 bulan lalu
"Harga murah tapi ngga murahan ,sebagus itu ternyata...😍",bintang 5,7 bulan lalu
"Bagus sih cuman haknya takut lepas, semoga awet",bintang 5,3 bulan lalu
"Halus bahan kulitnya, ukuran sesuai btk kaki saya",bintang 5,
"keren sesuai gambar, ringan, saran untuk temen2 uk. kakinya jangan pas pasan ambil diatas, aku 39 ambil 40",bintang 5,3 minggu lalu
bagus. bahan lentur. jahitan bagus dari luar maupun dalam.,bintang 5,
"sesuai gambar , kualitas premium, packingan aman",bintang 5,1 bulan lalu
ukurannya pas modelnya membuat kaki terlihat ramping,bintang 5,
Pesanan yg ke 2...langsung di pakai dong.empuk banget..nyaman dipakai..ga lecet di kaki..,bintang 5,1 bulan lalu
"Barang sangat sangat sangat bangussss, dengan harga segitu ini best sih, cuman saran aja next kasih lapisan lagi untuk bungkus nya, pas sampe dus udah rusak banget, but b...",bintang 5,6 bulan lalu
Keren semuanya. Bahannya dan modelnya. Nyaman juga makenya,bintang 5,7 bulan lalu
"Barang sesuai gambar
Bentuk dan ukuran: Bagus,,pas dikaki",bintang 5,7 bulan lalu
"Baguss bgttt, pas juga, tapi di bagian betisnya gk bisa full di seletingin but it's okayy, yah mungkin karna emng dasar nya betis aku yg gede:)",bintang 5,1 bulan lalu
"keren sih cakep, cuma hak nya goyang² baru juga pakai sebentar, tidak rekomen untuk yang bobot tubuhnya 60kg ke atas",bintang 5,4 bulan lalu
"Bagus wih, cuman klo kaki nya seperti saya yg lebar harus tambah size",bintang 4,6 bulan lalu
"Respon,baik maaf saya kembalikan sebenarnya bagus hanya saja GK muat di kaki saya,.",bintang 5,4 bulan lalu
"sepatu nya bagus, nyaman dan sesuai deskripsi",bintang 5,7 bulan lalu
Baguss bahannya lembut g kaku... Pas lah dengan harga segitu,bintang 5,5 bulan lalu
Ringan dipakai. Kualitas sesuai hargalah ya.,bintang 5,
Recommended,bintang 5,3 bulan lalu
"Sepatunya uk nya kecil banget
Biasa pakai size 39
Dan sengaja di up ke 40 takut kekecilan
Pas dicoba masih kekecilan juga
Ukuran yang dibuat untuk uk kaki kecil",bintang 3,2 bulan lalu
"Produk nya real pict, ukuran pas di kaki .. earna sesuai orderan, overall good 👍🏻",bintang 5,5 bulan lalu
Wow mantul banget sepatunya suka buanget harga murah kualitas bagus GK usah d ragukan lg,bintang 5,4 bulan lalu
Model kren tapi bahan ny tipis banget ga ada lapsan ny kalau di pake bahan ny mengkerut,bintang 3,7 bulan lalu
"alhamdulillah sepatu boots aq udah dtng ,dr ketakutan krna gak prnh beli boots ,tkt jelek,tkt sempit/ kegedean,tkt pas di pake sakit /keras/ berat..ternyata smua itu buya...",bintang 5,1 minggu lalu
"Gampang sekali kena noda ky coretan, dansusah hilang, tp nyaman di pke, enteng",bintang 4,5 bulan lalu
"Bahannya bagus, ringan dipakai, sukaaaaaa",bintang 5,1 bulan lalu
cantikkk bangettt!! gemesss bangett!! 🫶🏻,bintang 5,6 bulan lalu
Cantik bangat.   Tapi 37 agak longgar dikit di aku.   Mngkin karna pola agama besar.  Tapi Ngk masalah.     Nanti order lagi,bintang 5,3 bulan lalu
"bootsnya bagus,kuaalitas ok , g nyesel beli agak mahal, bagus&pas d kaki",bintang 5,
"Modelnya bagus banget ,,ukuran yg aku pesan juga pas banget di kaki ,,cuma ukuran betis aja yg kebesaran 😅 jadi betisnya sempit ,,semoga awettt sepatunya",bintang 5,3 bulan lalu
"makasih gan paket sdh sampe,pas ukurannya...",bintang 5,11 bulan lalu
"thx u seller barang cpt smp barang bagus halus bnget size sesuai pokoknya puas bnget belanja disini , thx u bangettt",bintang 5,
Sesuai gambar dan nyaman di pake... Terimakasih seller terimakasih tiktok,bintang 5,6 hari lalu
"Sesuai harganya, disepatu masih terlihat lemnya wrn kuning seperti lem castol ,ukuran sdh di up 1 ukuran tapi resleting belakangnya tidak bisa sampai atas",bintang 3,1 bulan lalu
"Ukuran nya pas, dan betul untuk kaki lebar naikkan 1 size ya.. warna nya sangat cantik sekali.",bintang 5,4 bulan lalu
Cakeeppp🥰🥰🥰🥰🥰🥰,bintang 5,3 minggu lalu
"baguss, bahan nya lembut banget empuk jugaa!",bintang 5,3 hari lalu
"Bagus sesuai realpict,bhnnya lembut,nyaman,enak pokoknya",bintang 5,3 bulan lalu
Muantep pol. Worth it. Dipake cakep. Jangan sampe nyesel langsung cus beli.,bintang 5,4 bulan lalu
"Asli bagus, ringan, suka sekali. Terima kasih toko dan pengantar nya.",bintang 5,4 bulan lalu
"Udah kesekian kalinya beli sepatu booth di toko ini, pokoknya keren, nyaman juga dipake.., temen2 pada minta pesen buat kembaran",bintang 5,5 bulan lalu
"Bagus banget, mana warna hitam udah kayak beli sepatu mahal. Aku kira bakalan zonk ternyata cantik bnget setelah di pake",bintang 5,6 bulan lalu
mantap keren 👍sesuai gambar,bintang 5,
"Sesuai bngt harga murah tapi g murahan,,, bagus",bintang 5,3 bulan lalu
"Alhamdulillah pesanan sdh sampe, jgn pernah ragu utk belanja ditoko ini, insya allah amanah, sepatunya bagus, enteng dipakai, bahan lembut",bintang 5,1 minggu lalu
,bintang 5,6 bulan lalu
,bintang 4,6 bulan lalu
Sepatu boots ya keren nyaman dipakenya,bintang 5,4 bulan lalu
Order ukuran 39 dikirim 36 njirrr😭😭😭,bintang 1,1 bulan lalu
Bagus di pakai nya enteng the best lah untuk hrg segitu,bintang 5,5 bulan lalu
"Sepatu nya kecil sekali, sata biasa pakai sepatu ukuran 40, tp ini kecil tdk cukup di pakai",bintang 3,2 bulan lalu
Bagus bgt tapi pas bgt untuk ukuran 40 nya,bintang 4,5 bulan lalu
"Sesuai. Saran aja, belinya yg diatas dari ukuran kaki sebenarnya",bintang 5,4 bulan lalu
"Udah ke 3 kali pesan di toko ini😍nggak pernah nyesel, karna barang²nya sebagus itu🤗😊",bintang 5,5 bulan lalu
"Bagus sepatunya,udah langganan di toko ini pokoknya bener² amanah dan bagus kualitas barangnya",bintang 5,1 bulan lalu
"realpict, cuman sya kekecilan sedikit. jdi yg uk biasanya 36 dinaikan 1 uk saja",bintang 5,
"Biasa pake ukuran 37, di sepatu ini pas pake ukuran 36",bintang 5,7 bulan lalu
Ukuran sesuai 40.bahan bagussss....model bagusss sesui foto. Untuk harga segitu worthied lah..ga nyesel. Thanks seller,bintang 5,
Lumayan barangnya. Kurang besar dibagikan atas,bintang 4,4 bulan lalu
"pengiriman super cepat, barang bagus dan lembut",bintang 5,
Aku sudah punya yang cream ini order yg ke dua x... Karna memang sebagus itu... Dengan harga yg cucok... 🥰,bintang 5,3 bulan lalu
ukuran 39 sesuai dan pas di kaki. tks seller,bintang 5,
Sesuai pesanan tapi kurang pas salah Ambil ukuran😃,bintang 5,2 minggu lalu
"barang bagus ,kurir nya sangat jelek tidak punya etika ga ramah sama sekali judes ga sopan 
amit amit deh kalo dpt expedisi ninja lagi",bintang 3,4 bulan lalu
"Paket sepatu boots tepat waktu, tapi kayaknya tidak bisa buat Line Dance karena sepatu tidak elastis buat dance, tapi gpp untuk acara lain sj",bintang 5,5 bulan lalu
Bahan bagus banget dgn harga segitu ok banget....,bintang 5,5 bulan lalu
"Sepatu boots nya bagus, pas di kaki, pokok nya puas deh..",bintang 5,2 bulan lalu
Maaf bintang cm 4 . Sebenernya enak d pakai cm ternyata cm 1 leyer jd riskan bgt di jahitannya.Harusnya sih ada dobel 2 leher wat pelindung d dalamnya.,bintang 4,3 bulan lalu
"aaa love bgt, real pict, nyaman, size nya juga pas😭🤍",bintang 5,1 minggu lalu
Bagus cuma ngepas banget.....butuh boots agak jumbo.... padahal bagus loh,bintang 5,5 bulan lalu
"Paket udh nyampe, waaahhh…… cantik, lembut, enak dipake. Sesuai dengan request. Thx you kk",bintang 5,7 bulan lalu
Bagus banget sesuai dengan yang digambar untuk harga segitu udah bagus banget sih,bintang 5,5 bulan lalu
"Bootsnya Ringan, lembut.. enak di pakai..",bintang 5,5 bulan lalu
"Bagus Bagus Bagus Bagus Bagus
Sangaaddddd",bintang 5,2 bulan lalu
hrs ambil 1 size dr no yg biasa d pakai krn ngepas bgt,bintang 4,4 bulan lalu
"bagus, tp ada noda nodanya gt. Tapi gapapa, semoga awet",bintang 4,3 bulan lalu
ok barang sesuai pesanan packing rapi recommended toko nya,bintang 5,
Mantap… makasih utk seller nya semoga makin sukses!!,bintang 5,
"pengiriman 2hari cepat lah ya, pdhl aku udah kepikiran banget pasti bakal telat pengiriman nih, karena tanggal 5 april ku pakai buat foto yearbook, ternyata hari ini suda...",bintang 5,1 bulan lalu
Cakep banget asliiii ini mah di pakai baju apapun cocok🤎🤎🤎,bintang 5,3 minggu lalu
Bagus enak di pakai sesuai pesanan jg ..Nex order LG kk,bintang 5,5 bulan lalu
"Bagussss, sampai sekarang masih aman dipakai",bintang 5,4 minggu lalu
"Sepatunya bagus ukuran pas banget, trimakasih, semoga selalu amanah ya buat toko nya",bintang 5,3 bulan lalu
"Sepatunya sesuai yg di pesan dan bagus,tapi sayangnya di kakiku pas betisnya sempit bangt",bintang 5,5 hari lalu
"Top bangettt,.kualitas oke..recomendedd pokoknya.
Sepatu sdh tiba di kalimantan tengah dgn selamat ya.Tks..👍👍",bintang 5,
"Bagus tapi gak masuk dibagikan betis,😭😭",bintang 4,2 bulan lalu
Okay tp bagi kaki yg tipe pisang goreng jangan ya soalnya sempit.,bintang 5,7 bulan lalu
Baguss bgt ga rugi deh beli sesuai harga brgnya jg OK mantul top markotop recomended bgt ga ush ragu beli disini brgnya berkualitas,bintang 5,
