review,rating,date
"Shock sm packingnya
Ga niat bgt😭
Padahal harga segitu di brand lain pasti bagus
Untuk sepatunya yaa biasa guys, nothing special 

Kayaknya bakal sekali pake aja😭🙏🏻",bintang 4,1 hari lalu
"aaawwwww bagus banget
ukuran pas, dengan harga segitu udah cakep poowwllll",bintang 5,1 bulan lalu
Bagus bngt pas sesuai SM yg di gambar emng gak nyesel beli di sini,bintang 5,5 bulan lalu
"Wrna:cream
Ukuran:38
Sepatunya bagus ih.....jahitan rapih...
Dpke nya jg nyaman.",bintang 5,4 bulan lalu
"Bgus bgt tp Emang harus naikin 1size klau kakinya agak gede jdnya sempit bgt diakunya😭,tp bagus realpic",bintang 5,3 minggu lalu
Not bad .. Kualitas sesuai dgn harga 🙂,bintang 4,3 bulan lalu
"Pokoknya rekomended sepatu ini.., temen2 sampe pada minta pesenin , gak perlu diragukan lagi",bintang 5,5 bulan lalu
Aq suka bgt di pakai sanggat nyamant dan pas bgt di kaki,bintang 4,5 bulan lalu
Bagus suka banget pokok ny jgn ragu blanja di toko ini amanah,bintang 5,7 bulan lalu
"Makasih pengiriman cepat,, kualitas okay.",bintang 5,2 bulan lalu
"Ga nyangka bakalan sebagus ini! Aku kira zonk trnyata engga. Kulitnya bgs, ga berat, dan keliatan mahal!!!!",bintang 5,
"ukuran pas, sesuai deskripsi. mantaplah pokoknya sesuai dengan yg difoto..👍👍👍👍👍",bintang 5,3 minggu lalu
"mantappp bahannya lemess gk kaku, bagusss bgt woyyyyyyy cepetan beli⭐️⭐️⭐️⭐️⭐️⭐️⭐️",bintang 5,1 bulan lalu
"bagus sepatunya, cuma di aku ngepres kali sumpah, jadi ga tepake lah.sakit dia ngepres kali. padahal uda size agak besaran ku ambil. tapi gpp aku suka",bintang 5,4 bulan lalu
Sleting nya susahhh buat di sletingin gmna mauu pakenya cobakkk haruse sepatu sleting nya gak susahh ini kok susahh bgtt sampe tangan saya merahhh mohonn di gantii kak sa...,bintang 3,1 bulan lalu
gila inisiii bagusbgtt ya bahannya...girang bangtt gueee dapet sepatu bgniii,bintang 5,6 hari lalu
"MasyaAllah Co kemarin hari ini sudah tiba 
Bagus boot nya tidak kecewa",bintang 5,6 bulan lalu
THE BEST BOOTS EVER! 🥰 mana mau dipakai untuk nonton konser svt hehehe,bintang 5,4 bulan lalu
Sepatu cantik banget semoga awet ya tapi untuk ukuran naikin satu kalo gak mau kesempitan,bintang 4,6 bulan lalu
"Alhmdulilah sepatunya dh dteng, bner"" bgus
Pas di kaki aku cuma syng ga bisa di sletingin
Tapi bgus bngt spatuny, ga nyesel kocoba aku naikin sais y, jd 39",bintang 4,2 bulan lalu
Sesuai foto 👍bismillah semoga awet dipake,bintang 5,6 bulan lalu
Sangat bagus dan rellpic nyaman dpakai sneng banget gk kecwa..bkal jd langganan kya nya,bintang 5,4 bulan lalu
Sesuai gambar keren enak d pakek 🥰🥰 Bawak jln2 nyaman,bintang 5,6 bulan lalu
"Noda di bagian sepatunya,cara pengeleman nya ga rapi tentu terlihat jls lem nya dan juga memungkinkan jebol nya hak,dan juga kurir nya tidak ramah/ judes",bintang 1,2 bulan lalu
"Gak nyaman agak sakit di pake 
Baru 2x pake seleting rusak",bintang 1,4 bulan lalu
"Baguss bangett sesuai ekspetasi, udah beli dua kali emng ga mengecewakan🔥🔥🤩🤩",bintang 5,5 bulan lalu
Keren saya suka ini dah beli ke yg ke 3 x ya,bintang 5,1 bulan lalu
"Sangat² bagus, packing rapi👍🏻
Pengen order lagi",bintang 5,2 bulan lalu
Biasaya oakai.no.37 ini sengaja pilih lebih besar 39.ternyt diapkai ngepas bgt,bintang 5,4 bulan lalu
sesuai harga agak tipis,bintang 3,6 bulan lalu
"Sepatunya nyaman, next mau beli sepatu lainnya di toko ini",bintang 5,6 bulan lalu
Bagus sesuai deskripsi terimakasih,bintang 5,5 bulan lalu
produk sesuai ekspektasi dan sampai tepat waktu,bintang 5,
"Bagus sepatunya, kurirnya uda langganan ramah",bintang 5,7 bulan lalu
"Alhamdulillah barang sesuai gambar bagus,,kurir nya gercep👍👍",bintang 5,4 bulan lalu
"Lumayan sih...hanya saja sebaiknya u
kuran hrs upsize 1 nomer dr ukuran yg biasa",bintang 4,1 bulan lalu
"Mantap amanah suka bgt, makasih
Bentuk dan ukuran: Sesuai
Warna: Krem",bintang 5,6 bulan lalu
Real nya cantik parahhhhh👍🏻,bintang 5,4 bulan lalu
Bagus keren bahan jg ok,bintang 5,
Alhamdulillah... Pelayanan cepat produk sesuai sukses selalu kakak🥰,bintang 5,3 bulan lalu
Bahannya bagus dan nyaman dipakai,bintang 5,3 bulan lalu
"barangnya bagus banget, suka deh pokoknya♥️",bintang 5,6 bulan lalu
Cantik sekali sepatunya saya suka😇😇😇kurirnya ramah dan amanah.,bintang 5,2 bulan lalu
bagus banget sepatunya.. sukaabangeet,bintang 5,
"100% real pict, bahannya juga baguss",bintang 5,5 bulan lalu
"sepatu oke nyaman dipakai, ukuran pas",bintang 4,
Bahan lembut..ukuran pas..nyaman dipakai,bintang 5,1 bulan lalu
Ga kaleng2 d pake sehari an enak nyaman,bintang 5,7 bulan lalu
"Barangnya Bagus dengan harga segini, rekomend klo ada yg mau beli",bintang 5,1 bulan lalu
"bgus, Pas & nyaman d pk",bintang 5,3 bulan lalu
Kereeen & bahannya lembut,bintang 5,
"Warna hitam
Sesuai dgn harganya",bintang 4,3 bulan lalu
Dengan harga segitu sepatu nya termasuk enak dan nyamaaaaan di pakai,bintang 5,5 bulan lalu
"Bgus Kren mau,,,psan lagi buat teman kta ny bgus JD mau ikutan pesan,🤭🤭🤭",bintang 5,4 bulan lalu
"Ukuran nya pas,bahan nya juga bagus",bintang 5,
"Produk bagus,, packaging nya kurang oke",bintang 5,7 bulan lalu
"ada cacat kecil di sepatunya, harusnya sebelum dikirim harap dicek",bintang 1,
"Barang sdh dtg, ga begitu istimewa tp sesuai harga",bintang 5,4 bulan lalu
"Good quality, so pretty",bintang 5,2 bulan lalu
Bagus banget👍👍🥰🥰🥰,bintang 5,5 bulan lalu
"Bagus, bahannya jg bagus gaa kaku",bintang 5,3 bulan lalu
Normal size ya ga perlu di up size,bintang 5,1 bulan lalu
"Sudah sampai kak, sesuai ekspetasi terima kasih 🙏🏻🥰 nice",bintang 5,1 minggu lalu
"Barangnya udah datang tks kurir lumayan lah tp agak sempit mkenya harusnya d nak kin satu size LG,",bintang 5,5 bulan lalu
Terima kasih sesuai dngan ukuran kaki saya .. amanah .. sukses terus,bintang 5,7 bulan lalu
